Index,Workorder ID,Description,Status,Type,Equipment Description,WO Owner,Priority,Scheduled Start Date,Scheduled End Date,PM Compliance Min Date,PM Compliance Max Date,Original PM due date,Completed date
132,53093846,Worn Rollers on bed 424140(marked in white),Scheduled,FPM,MOD.3; LANE 01; TRANSPORT CONV; 424140; GYR1-Accumulating Rollers-424140 CC214,RIRSSEL,5,3/30/2021,5/4/2021,,,,
133,54259397,blue nitta belt,Scheduled,FPM,AFE.SHOE.1; TAKEAWAY 07-08; RA CONV; 507096; GYR1-Accumulating Rollers-507096 CC,RIRSSEL,4,4/20/2021,4/20/2021,,,,
134,63790539,Weekly AR Jams,Scheduled,CM,ARSAW Station #112 - 1353 & 1355,PORSHOTA,5,11/21/2021,11/28/2021,,,,
135,63236669,Weekly AR Jams,Scheduled,CM,ARSAW Station #111 - 1359 & 1360,PORSHOTA,5,11/7/2021,11/14/2021,,,,
136,62361462,RME- EQP MONTHLY TECH DRILL TRAINING,Scheduled,TRPM,RME DEPARTMENT,FCCERMAK,5,11/21/2021,11/27/2021,,,11/21/2021,
137,63076131,Electrical Cover for loto point e42 bed 300160,Scheduled,FPM,Ball Transfer Table,CMAYN,5,11/14/2021,11/15/2021,,,,
138,63311584,Worn Roller and nitta guide 15 degree above ambient bed 216695,Scheduled,FPM,MOD.1; INFEED 01; RA CONV; 216695; GYR1-Accumulating Rollers-216695 CC205,MAUREYE,4,11/24/2021,11/24/2021,,,,
139,63311792,R&R RAT belt bed 215060,Scheduled,FPM,MOD.1; INFEED 01; RAT; 215060; GYR1-Pneumatic Divert-215060 CC205,SALASJUD,4,11/24/2021,11/24/2021,,,,
140,63311821,Finger guard in need of adjustment bed 622140,Scheduled,FPM,MOD.1; LANE 02; TRANSPORT CONV; 622140; GYR1-Accumulating Rollers-622140 CC222,AREAARON,4,11/24/2021,11/24/2021,,,,
141,63352138,Signs of corrosion and overtemp bed 509020,Scheduled,FPM,AFE.SHOE.1; JACKPOT 01; SEGMENT BELT CONV; 509020; GYR1-MDR-509020 CC900,RMGAB,4,11/24/2021,11/24/2021,,,,
142,63389841,the chain stretch is above maximum allowable,Scheduled,FPM,MOD.3; INFEED 01; SPIRAL CONV; 211020; GYR1-Ambaflex-211020 CC205 - A04,MAUREYE,4,11/18/2021,11/18/2021,,,,
143,63729202,Inclibe belt and slave belt needs tracking,Scheduled,FPM,MOD.3; LANE 01; SLIDER BED CONV; 424180; GYR1-Belted Transport-424180 CC220,MAUREYE,5,12/15/2021,12/15/2021,,,,
144,63337496,AE TEAM TRAINING (KNET/JQS/SAFETY/TECH DRILL) WEEKLY,Scheduled,TRPM,CONTROL SYSTEM,CMAYN,5,12/15/2021,12/21/2021,,,12/15/2021,
145,63690244,Unit 204270 pneumatic system does not actuate as intended.,Scheduled,FPM,RCV.1; LANE 04; ROLLER GRAV CONV; 204270; GYR1-Gravity-204270 CC200,PEDEJOSE,4,12/15/2021,12/15/2021,,,,
146,63912158,Ticking roller bed 424132,Scheduled,FPM,MOD.3; REINDUCT 02; SLIDER BED CONV; 424132; GYR1-Belted Transport-424132 CC214,SALASJUD,5,12/15/2021,12/15/2021,,,,
147,63831824,Bed 216000 decline belt is worn.,Scheduled,FPM,MOD.1; INFEED 01; V-BELT CONV; 216000; GYR1-VBELT-216000 CC205,RMGAB,4,12/15/2021,12/15/2021,,,,
148,63727859,Nitta beltr needs tracking,Scheduled,FPM,MOD.1; LANE 01; TRANSPORT CONV; 422140; GYR1-Accumulating Rollers-422140 CC212,VCHIAPPO,5,12/15/2021,12/15/2021,,,,
149,55847218,Minor Air Leak slam 02,Scheduled,FPM,SLAM  #302,OSBJAVON,5,5/25/2021,5/25/2021,,,,
150,55847710,Worn Rollers 424120,Scheduled,FPM,MOD.3; LANE 01; TRANSPORT CONV; 424120; GYR1-Accumulating Rollers-424120 CC214,OSBJAVON,5,5/25/2021,5/25/2021,,,,
151,55848533,Clean up nitta belt backing,Scheduled,FPM,AFE.SHOE.1; INFEED 09; RA CONV; 700825; GYR1-Accumulating Rollers-700825 CC935,OSBJAVON,5,5/25/2021,5/25/2021,,,,
152,55848588,Air leak on Rat 502022,Scheduled,FPM,AFE.SHOE.1; REBIN 02; RAT; 502022; GYR1-Pneumatic Divert-502022 CC915,OSBJAVON,5,5/25/2021,5/25/2021,,,,
153,61878082,V-Belt needs alignment.,Scheduled,FPM,AFE.SHOE.1; EMP.TOTE 01; V-BELT CONV; 206540; GYR1-VBELT-206540 CC612,OSBJAVON,4,10/11/2021,10/11/2021,,,,
154,55513832,Adjust Finger guards/V-belt tension bed 216000,Scheduled,FPM,MOD.1; INFEED 01; V-BELT CONV; 216000; GYR1-VBELT-216000 CC205,OSBJAVON,5,5/17/2021,5/17/2021,,,,
155,55656659,Worn Rollers bed 422420,Scheduled,FPM,RTE.SHOE.1; INFEED 04; RA CONV; 422420; GYR1-Accumulating Rollers-422420 CC410,OSBJAVON,4,5/20/2021,5/20/2021,,,,
156,55656952,Air regulator needs R&R on bed 205023,Scheduled,FPM,RCV.1; LANE 05; TRANSPORT CONV; 205023; GYR1-Accumulating Rollers-205023 CC200,OSBJAVON,5,5/20/2021,5/20/2021,,,,
157,55657055,V-Belt tension high on bed 160400,Scheduled,FPM,SHP.SHOE.1; LANE 09; ROLLER TRANSPORT CONV; 160400; GYR1-VBELT-160400 CC510,OSBJAVON,5,5/20/2021,5/20/2021,,,,
158,65358054,Amazon Control Cabinet 13Wk PM,Scheduled,PM,CONVEYOR CONTROL PANEL,BOEHMERT,5,2/2/2022,2/2/2022,1/24/2022,2/11/2022,2/2/2022,
159,65358057,Amazon Control Cabinet 13Wk PM,Scheduled,PM,CONVEYOR CONTROL PANEL,BOEHMERT,5,2/2/2022,2/2/2022,1/24/2022,2/11/2022,2/2/2022,
160,65358060,Amazon Control Cabinet 13Wk PM,Scheduled,PM,CONVEYOR CONTROL PANEL,BOEHMERT,5,2/2/2022,2/2/2022,1/24/2022,2/11/2022,2/2/2022,
161,65307069,AE TEAM TRAINING (KNET/JQS/SAFETY/TECH DRILL) WEEKLY,Scheduled,TRPM,CONTROL SYSTEM,CMAYN,5,2/2/2022,2/8/2022,,,2/2/2022,
162,65358062,Amazon Control Cabinet 13Wk PM,Scheduled,PM,CONVEYOR CONTROL PANEL,CMAYN,5,2/2/2022,2/2/2022,1/24/2022,2/11/2022,2/2/2022,
163,65358065,Amazon Control Cabinet 13Wk PM,Scheduled,PM,CONVEYOR CONTROL PANEL,CMAYN,5,2/2/2022,2/2/2022,1/24/2022,2/11/2022,2/2/2022,
164,65307358,DEMATIC MODEL 2340 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; LOOP SIR; BELT CONV; 502340; GYR1-Belted Transport-502340 CC900,HERTAJU,4,2/2/2022,2/2/2022,1/24/2022,2/11/2022,2/2/2022,
165,65307474,DEMATIC MODEL 9165 13 WEEK  PM,Scheduled,PM,Tote Stacker,KIECLAR,5,2/2/2022,2/2/2022,1/24/2022,2/11/2022,2/2/2022,
166,65307475,DEMATIC MODEL 9165 13 WEEK  PM,Scheduled,PM,Tote Stacker,KIECLAR,5,2/2/2022,2/2/2022,1/24/2022,2/11/2022,2/2/2022,
167,65307356,DEMATIC MODEL 9570 3 MONTH PM SCHEDULE,Scheduled,PM,HS Live Roller Curves and Junctions,VANBUC,4,2/2/2022,2/2/2022,1/24/2022,2/11/2022,2/2/2022,
168,65307776,Amazon Control Cabinet 52Wk PM,Scheduled,PM,AFE.1; PACK (##); CONTROL CABINET; CC0940; control cabinet; CC0940; GYR1-CC-CC09,SAUVRGA,5,2/2/2022,2/2/2022,1/5/2022,3/2/2022,2/2/2022,
169,65360887,Grinding Noises,Scheduled,CM,SHP.SHOE.1; LOOP SIR; GAPPING CONV; 162180; GYR1-Belted Transport-162180 CC510,DUNHCHAS,4,1/13/2022,1/13/2022,,,,
170,65085387,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA02 HDU 545564,WLNJON,4,1/28/2022,1/28/2022,12/31/2021,2/25/2022,1/28/2022,
171,66058646,AR weekly Jams,Scheduled,CM,ARSAW Station #226 - 2146 & 2148,PORSHOTA,5,1/16/2022,1/23/2022,,,,
172,65269699,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 101; SEGMENT BELT CONV; 519360; GYR1-MDR-519360 CC940,PEDEJOSE,4,2/1/2022,2/1/2022,1/23/2022,2/10/2022,2/1/2022,
173,61113949,RME- EQP WEEKLY TRAINING (KNET/JQS/SAFETY),Scheduled,TRPM,RME DEPARTMENT,FCCERMAK,5,10/6/2021,10/12/2021,,,10/6/2021,
174,62449316,AFE2 Lane 1 metering belt tracked into wall,Scheduled,FPM,AFE.SHOE.2; TAKEAWAY 51-52; METERING CONV; 801097; GYR1-Belted Transport-801097 ,AREAARON,4,10/22/2021,10/22/2021,,,,
175,62100796,Print 2 vibration,Scheduled,FPM,SLAM #208,RMGAB,4,10/21/2021,10/21/2021,,,,
176,62156434,RME- EQP WEEKLY TRAINING (KNET/JQS/SAFETY),Scheduled,TRPM,RME DEPARTMENT,FCCERMAK,5,11/17/2021,11/23/2021,,,11/17/2021,
177,62743857,MRS Divert 7 high speed takeaway has multiple worn rollers,Scheduled,FPM,AFE.SHOE.2; INFEED 02; ROLLER TRANSPORT CONV; 800100; GYR1-VBELT-800100 CC413,PEDEJOSE,4,11/3/2021,11/3/2021,,,,
178,62854807,Ship Sorter divert 17 has multiple worn rollers,Scheduled,FPM,SHP.SHOE.1; LANE 17; ROLLER TRANSPORT CONV; 160800; GYR1-VBELT-160800 CC510,PEDEJOSE,4,11/2/2021,11/2/2021,,,,
179,62854829,Ship sorter divert 24 has multiple worn rollers,Scheduled,FPM,SHP.SHOE.1; LANE 24; ROLLER TRANSPORT CONV; 161150; GYR1-VBELT-161150 CC510,PEDEJOSE,4,11/2/2021,11/2/2021,,,,
180,62854844,Ship sorter divert 6 has multiple worn rollers,Scheduled,FPM,SHP.SHOE.1; LANE 06; ROLLER TRANSPORT CONV; 160250; GYR1-VBELT-160250 CC510,PEDEJOSE,4,11/2/2021,11/2/2021,,,,
181,62546303,Ship Sorter divert 17 v-belt damaged,Scheduled,FPM,SHP.SHOE.1; LANE 17; ROLLER TRANSPORT CONV; 160800; GYR1-VBELT-160800 CC510,EALYSS,3,10/25/2021,10/26/2021,,,,
182,61347832,Chain needs links removed ,Scheduled,FPM,AFE.SHOE.1; INFEED 10; SPIRAL CONV; 700910; Ambaflex- CC413 - Induct 101,DUNHCHAS,4,10/4/2021,10/4/2021,,,,
183,66890396,MRS Merge Motor Swap,Scheduled,BRKD,RTE.SHOE.1; LOOP SIR; MERGE CONV; 140000; GYR1-Belted Transport-140000 CC410,KATONALE,5,2/5/2022,2/5/2022,,,,
184,66890401,Remove Link from SL2,Scheduled,BRKD,SL2 High Rate Slat Sorter - SHP,VANBUC,5,2/5/2022,2/5/2022,,,,
185,66890423,Install Amnesty Traps in AFE1 and AFE2,Scheduled,PR,SL2 High Rate Slat Sorter - AFE 1,PEDEJOSE,5,2/5/2022,2/5/2022,,,,
186,66126568,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 524579,DKKRAHN,4,2/22/2022,2/22/2022,1/25/2022,3/22/2022,2/22/2022,
187,66126581,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 530163,DKKRAHN,4,2/22/2022,2/22/2022,1/25/2022,3/22/2022,2/22/2022,
188,66126584,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 541292,DKKRAHN,4,2/22/2022,2/22/2022,1/25/2022,3/22/2022,2/22/2022,
189,66126587,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 542648,DKKRAHN,4,2/22/2022,2/22/2022,1/25/2022,3/22/2022,2/22/2022,
190,66126590,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 545631,DKKRAHN,4,2/22/2022,2/22/2022,1/25/2022,3/22/2022,2/22/2022,
191,66126594,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 546375,DKKRAHN,4,2/22/2022,2/22/2022,1/25/2022,3/22/2022,2/22/2022,
192,66126459,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 524579,DKKRAHN,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
193,66126475,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 530163,DKKRAHN,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
194,66126477,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 541292,DKKRAHN,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
195,66126480,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 542648,DKKRAHN,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
196,66126483,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 545631,DKKRAHN,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
197,66126486,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 546375,DKKRAHN,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
198,66125842,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #313 - 3347 & 3349,DKKRAHN,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
199,66125845,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #314 - 3342 & 3343,DKKRAHN,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
200,66125849,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #315 - 3330 & 3332,DKKRAHN,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
201,66126265,NIKE 2.0 MULTIPURPOSE STATION ( AMAZON ROBOTICS 700-0012) 13 WEEK PM,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A03.STN.3316,DKKRAHN,5,2/22/2022,2/22/2022,2/13/2022,3/3/2022,2/22/2022,
202,66084735,NIKE 2.0 MULTIPURPOSE STATION ( AMAZON ROBOTICS 700-0012) 13 WEEK PM,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A03.STN.3310,DKKRAHN,5,2/21/2022,2/21/2022,2/12/2022,3/2/2022,2/21/2022,
203,66054072,NIKE 2.0 MULTIPURPOSE STATION ( AMAZON ROBOTICS 700-0012) 13 WEEK PM,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A03.STN.3308,DKKRAHN,5,2/20/2022,2/20/2022,2/11/2022,3/1/2022,2/20/2022,
204,66126453,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 523417,EDURGR,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
205,66084873,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 518266,EDURGR,4,2/21/2022,2/21/2022,2/3/2022,3/11/2022,2/21/2022,
206,66084915,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558306,EDURGR,4,2/21/2022,2/21/2022,2/3/2022,3/11/2022,2/21/2022,
207,66054010,AR FLOOR WITH PALLET POD SEGMENT 8 WEEK,Scheduled,PM,GYR1-paKivaA01 Section 14 8-Week,EDURGR,5,2/20/2022,2/20/2022,2/14/2022,2/26/2022,2/20/2022,
208,66054012,AR FLOOR WITH PALLET POD SEGMENT 8 WEEK,Scheduled,PM,GYR1-paKivaA01 Section 15 8-Week,EDURGR,5,2/20/2022,2/20/2022,2/14/2022,2/26/2022,2/20/2022,
209,66827998,ATS SMARTPAC 3.3 WEEKLY,Scheduled,PM,SMARTPAC; 06-10; GYR1-MHE-4242038 CC652,DEANEJST,5,2/16/2022,2/16/2022,2/15/2022,2/17/2022,2/16/2022,
210,66828013,ATS SMARTPAC 3.3 WEEKLY,Scheduled,PM,SMARTPAC; 06-09; GYR1-MHE-4212038 CC652,DEANEJST,5,2/16/2022,2/16/2022,2/15/2022,2/17/2022,2/16/2022,
211,66125899,AFE2 INFEEDS 2 OF 2 WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,LORRANG,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
212,66126118,PALLET RACKING 4 WEEK INSPECTION,Scheduled,PM,PALLET RACKING,LORRANG,4,2/22/2022,2/22/2022,2/19/2022,2/25/2022,2/22/2022,
213,66126511,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558354,KALEBRIA,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
214,66126514,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558358,KALEBRIA,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
215,66126517,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558376,KALEBRIA,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
216,66126521,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558393,KALEBRIA,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
217,66126608,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA01 HDU 558354,KALEBRIA,4,2/22/2022,2/22/2022,1/25/2022,3/22/2022,2/22/2022,
218,66126610,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA01 HDU 558393,KALEBRIA,4,2/22/2022,2/22/2022,1/25/2022,3/22/2022,2/22/2022,
219,66126508,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558353,KALEBRIA,4,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
220,66125648,NIGHT SHIFT - AR SORTABLE CRITICAL PATH DAILY WALK - DW,Scheduled,PM,AUDIT EQUIPMENT,HANJACO,5,2/22/2022,2/22/2022,2/22/2022,2/22/2022,2/22/2022,
221,66125633,DAY SHIFT - AR SORTABLE CRITICAL PATH DAILY WALK - DW,Scheduled,PM,AUDIT EQUIPMENT,FCCERMAK,5,2/22/2022,2/22/2022,2/22/2022,2/22/2022,2/22/2022,
222,66053999,ATS SMARTPAC 3.3 04 WEEK,Scheduled,PM,SMARTPAC; 05-01; GYR1-MHE-4162038 CC652,PEDEJOSE,5,2/20/2022,2/20/2022,2/17/2022,2/23/2022,2/20/2022,
223,66084392,RME- EQP MONTHLY TECH DRILL TRAINING,Scheduled,TRPM,RME DEPARTMENT,MBRNEY,5,2/21/2022,2/27/2022,,,2/21/2022,
224,66126661,Amazon Control Cabinet 52Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0124; CONTROL CABINET; AR0124; GYR1-CC-AR0,SAUVRGA,5,2/22/2022,2/22/2022,1/25/2022,3/22/2022,2/22/2022,
225,66126442,Amazon Control Cabinet 26Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0124; CONTROL CABINET; AR0124; GYR1-CC-AR0,SAUVRGA,5,2/22/2022,2/22/2022,2/4/2022,3/12/2022,2/22/2022,
226,66126228,Amazon Control Cabinet 13Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0124; CONTROL CABINET; AR0124; GYR1-CC-AR0,SAUVRGA,5,2/22/2022,2/22/2022,2/13/2022,3/3/2022,2/22/2022,
227,66126230,Amazon Control Cabinet 13Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0125; CONTROL CABINET; AR0125; GYR1-CC-AR0,STACYSEA,5,2/22/2022,2/22/2022,2/13/2022,3/3/2022,2/22/2022,
228,66125912,RECEIVING WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,MPEREZF,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
229,66125927,SINGLES PACK 1 OF 2 WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,MAUREYE,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
230,66125909,AIR COMPRESSOR WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,MPEREZF,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
231,66125853,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #415 - 4331 & 4332,WINNEMIC,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
232,66125856,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #416  -4325 & 4326,WINNEMIC,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
233,66125627,DEMATIC 2430 - SL2 DAILY CHECK - DW,Scheduled,PM,SL2 High Rate Slat Sorter - AFE 2,MPEREZF,5,2/22/2022,2/22/2022,2/22/2022,2/22/2022,2/22/2022,
234,66125823,ATS SMARTPAC 3.3 WEEKLY,Scheduled,PM,SMARTPAC; 06-07; GYR1-MHE-4142038 CC652,MPEREZF,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
235,66125827,ATS SMARTPAC 3.3 WEEKLY,Scheduled,PM,SMARTPAC; 05-04; GYR1-MHE-4262040 CC652,PEDEJOSE,5,2/22/2022,2/22/2022,2/21/2022,2/23/2022,2/22/2022,
236,66125568,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 06-08; SMARTPAC; 06-08; GYR1-MHE-4192038 CC+652,MPEREZF,5,2/22/2022,2/22/2022,2/22/2022,2/22/2022,2/22/2022,
237,66125570,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 05-05; GYR1-MHE-4252038 CC652,MPEREZF,5,2/22/2022,2/22/2022,2/22/2022,2/22/2022,2/22/2022,
238,66125561,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 06-06; GYR1-MHE-4272040 CC+652,MPEREZF,5,2/22/2022,2/22/2022,2/22/2022,2/22/2022,2/22/2022,
239,66125564,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 06-07; GYR1-MHE-4142038 CC652,MPEREZF,5,2/22/2022,2/22/2022,2/22/2022,2/22/2022,2/22/2022,
240,66126115,KIVA PERIMETER STATION INSPECTION,Scheduled,SFPM,SAFETY DEPARTMENT,PORSHOTA,4,2/22/2022,2/22/2022,2/19/2022,2/25/2022,2/22/2022,
241,66958020,AR weekly Jams,Scheduled,CM,ARSAW Station #217 - 2318 & 2319,PORSHOTA,5,2/6/2022,2/13/2022,,,,
242,66084708,Amazon Control Cabinet 13Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0122; CONTROL CABINET; AR0122; GYR1-CC-AR0,CMAYN,5,2/21/2022,2/21/2022,2/12/2022,3/2/2022,2/21/2022,
243,66084711,Amazon Control Cabinet 13Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0123; CONTROL CABINET; AR0123; GYR1-CC-AR0,CMAYN,5,2/21/2022,2/21/2022,2/12/2022,3/2/2022,2/21/2022,
244,66084863,Amazon Control Cabinet 26Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0122; CONTROL CABINET; AR0122; GYR1-CC-AR0,CMAYN,5,2/21/2022,2/21/2022,2/3/2022,3/11/2022,2/21/2022,
245,66084300,RESTROOM INSPECTION  (FRONT HALF),Scheduled,PM,BUILDING RESTROOM SYSTEM,BENNRAYM,5,2/21/2022,2/21/2022,2/20/2022,2/22/2022,2/21/2022,
246,66084358,ATS SMARTPAC 3.3 MONTHLY CONTROLS TECH,Scheduled,PM,SMARTPAC; 07-11; GYR1-MHE-4152037 CC+652,CMAYN,5,2/21/2022,2/21/2022,2/18/2022,2/24/2022,2/21/2022,
247,66084071,FLS WEEKLY FIRE EXIT-DOOR/EXIT-SIGN INSPECTION,Scheduled,REG,FIRE AND LIFE SAFETY EXIT EQUIPMENT,BENNRAYM,5,2/21/2022,2/21/2022,2/20/2022,2/22/2022,2/21/2022,
248,66084073,FLS WEEKLY HYDROGEN (H2) SYSTEM CHECK,Scheduled,REG,H2 GAS DETECTION SYSTEM,BENNRAYM,5,2/21/2022,2/21/2022,2/20/2022,2/22/2022,2/21/2022,
249,65933123,ARSAW 13 WEEK PM,Scheduled,PM,ARSAW Station #216 - 2324 & 2325,RBBIRKES,5,2/17/2022,2/17/2022,2/8/2022,2/26/2022,2/17/2022,
250,65933125,ARSAW 13 WEEK PM,Scheduled,PM,ARSAW Station #316 - 3324 & 3326,WLNJON,5,2/17/2022,2/17/2022,2/8/2022,2/26/2022,2/17/2022,
251,65933126,ARSAW 13 WEEK PM,Scheduled,PM,ARSAW Station #317 - 3318 & 3320,WLNJON,5,2/17/2022,2/17/2022,2/8/2022,2/26/2022,2/17/2022,
252,65933172,Amazon Control Cabinet 13Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0117; CONTROL CABINET; AR0117; GYR1-CC-AR0,LERMIXON,5,2/17/2022,2/17/2022,2/8/2022,2/26/2022,2/17/2022,
253,65933204,NIKE 2.0 MULTIPURPOSE STATION ( AMAZON ROBOTICS 700-0012) 13 WEEK PM,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A01.STN.1307,RBBIRKES,5,2/17/2022,2/17/2022,2/8/2022,2/26/2022,2/17/2022,
254,65933326,ARSAW 26 WEEK PM,Scheduled,PM,ARSAW Station #218 - 2312 & 2314,RBBIRKES,5,2/17/2022,2/17/2022,1/30/2022,3/7/2022,2/17/2022,
255,65933328,ARSAW 26 WEEK PM,Scheduled,PM,ARSAW Station #318 - 3313 & 3314,WLNJON,5,2/17/2022,2/17/2022,1/30/2022,3/7/2022,2/17/2022,
256,65975634,NIKE 2.0 MULTIPURPOSE STATION ( AMAZON ROBOTICS 700-0012) 13 WEEK PM,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A01.STN.1308,RBBIRKES,5,2/18/2022,2/18/2022,2/9/2022,2/27/2022,2/18/2022,
257,65975640,NIKE 2.0 MULTIPURPOSE STATION ( AMAZON ROBOTICS 700-0012) 13 WEEK PM,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A04.STN.4305,PUENTEJA,5,2/18/2022,2/18/2022,2/9/2022,2/27/2022,2/18/2022,
258,65975776,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 524476,WLNJON,4,2/18/2022,2/18/2022,1/31/2022,3/8/2022,2/18/2022,
259,65975797,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 545619,PUENTEJA,4,2/18/2022,2/18/2022,1/31/2022,3/8/2022,2/18/2022,
260,65975799,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 546371,PUENTEJA,4,2/18/2022,2/18/2022,1/31/2022,3/8/2022,2/18/2022,
261,65975814,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 557779,WLNJON,4,2/18/2022,2/18/2022,1/31/2022,3/8/2022,2/18/2022,
